Date,Open,High,Low,Close,Volume,Adj Close
2014-02-27,95.58,96.05,95.16,95.84,9101200,93.15632
2014-02-26,96.56,96.86,95.53,95.79,9087600,93.10773
2014-02-25,96.54,96.97,95.96,96.31,10663000,93.61316
2014-02-24,95.61,97.25,95.41,96.44,16012500,93.73952
2014-02-21,95.48,95.58,94.94,95.03,11282200,92.369
2014-02-20,93.85,95.77,93.75,95.37,14424300,92.69949
2014-02-19,93.80,95.29,93.80,93.95,12227800,91.31924
2014-02-18,94.07,94.72,93.36,94.07,12979300,91.43589
2014-02-14,91.81,94.43,91.60,94.11,18260400,91.47477
2014-02-13,90.59,91.65,90.40,91.43,9775300,88.86981
2014-02-12,91.01,91.86,90.64,91.08,10752400,88.52962
2014-02-11,89.56,91.00,89.40,90.84,13422800,88.29633
2014-02-10,90.45,90.53,89.36,89.52,12237700,87.01329
2014-02-07,90.12,90.63,89.75,90.58,12573800,88.04362
2014-02-06,89.51,90.18,89.25,89.80,13646100,87.28546
2014-02-05,90.31,90.61,89.38,89.58,16393600,86.45926
2014-02-04,90.37,90.64,89.39,90.02,17414400,86.88393
2014-02-03,91.92,92.31,89.64,90.05,20377900,86.91289
2014-01-31,92.85,93.28,91.70,92.16,17361400,88.94938
2014-01-30,94.00,94.95,93.06,93.99,14628400,90.71562
2014-01-29,94.93,96.20,94.65,95.11,13191500,91.79661
2014-01-28,95.35,95.92,94.77,95.65,10773600,92.31779
2014-01-27,95.08,95.58,94.75,94.92,12474600,91.61323
2014-01-24,96.18,96.25,94.82,94.85,14584300,91.54566
2014-01-23,97.25,97.39,96.01,96.97,15393200,93.59181
2014-01-22,98.88,98.95,97.84,97.88,11642800,94.47011
2014-01-21,98.57,98.89,98.04,98.50,13847300,95.0685
2014-01-17,99.18,100.34,98.67,99.16,15998000,95.70552
2014-01-16,98.79,99.04,98.25,98.94,9421700,95.49318
2014-01-15,99.16,99.35,98.63,98.78,9425500,95.33875
2014-01-14,98.80,99.27,98.65,99.12,9265000,95.66691
2014-01-13,99.91,100.10,98.27,98.55,12110900,95.11677
